ID,start_date,start_time,mode,eval_id,fold,level,epochs,net,sampler,outfile,hostname,remark,Job_ID,Cluster,User/Group,State,Nodes,Cores_per_node,CPU_Utilized,CPU_Efficiency,Job_Wall-clock_time,Memory_Utilized,Memory_Efficiency,WARNING,end_date,end_time,elapsed_time,valid_loss,valid_mae,valid_mae_end5,train_loss,train_mae,train_mae_end5,amp,RandomVerticalFlip,RandomHorizontalFlip,RandomRotation,image_size,RandGaussianNoise,patients_per_level,data_shuffle,data_shuffle_seed,train_nb,valid_nb,train_index_head,valid_index_head,normalize_data,batch_size,loader_workers,loss_fun,lr,gpuname,gpu_mem_usage,gpu_util,valid_metrics_min,r_c,nb_test,test_loss,test_mae,test_mae_end5,test_nb,pretrained,data_dir,label_file
120.0,2021-03-16,23:42:31,train,,1.0,0.0,1.0,resnext101_32x8d,True,slurmlogs/slurm-76198_0,node856,resnext101_32x8d,76198.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,00:05:12,26.80% of 00:19:24 core-walltime,00:03:14,158.64 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-16,23:45:36,0:03:05,344.99,15.46,15.44,903.41,22.78,22.78,True,0.5,0.5,20.0,512.0,0.1,681.0,True,42.0,2724.0,681.0,1_2_3_4_5_6_7_8_9_10_11_12_13_15_16_18_19_20_21_22_,0_14_17_25_26_30_31_32_33_44_45_48_51_52_58_63_67_70_73_76_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,8882.0/11019.44 MB,38.8%,mae_end5,,,,,,,,,
121.0,2021-03-16,23:52:40,train,,1.0,0.0,1000.0,resnext101_32x8d,True,slurmlogs/slurm-76199_0,node856,"resnext101_32x8d, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76199.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,00:00:08,12.12% of 00:01:06 core-walltime,00:00:11,1.38 MB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,2021-03-16,23:55:18,train,,2.0,0.0,1000.0,resnext101_32x8d,True,slurmlogs/slurm-76200_0,node856,"resnext101_32x8d, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76200.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,00:00:08,12.12% of 00:01:06 core-walltime,00:00:11,1.38 MB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,2021-03-16,23:59:04,train,,2.0,0.0,1000.0,resnext101_32x8d,True,slurmlogs/slurm-76201_0,node856,"resnext101_32x8d, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76201.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,2-20:45:42,31.21% of 9-04:20:30 core-walltime,1-12:43:25,141.21 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-18,12:42:20,"1 day, 12:43:16",1.22,0.62,0.11,0.25,0.39,0.0,True,0.5,0.5,20.0,512.0,0.1,600.0,True,42.0,2400.0,600.0,0_1_2_3_4_5_6_7_8_9_10_11_13_14_15_16_17_19_20_21_,12_18_23_25_48_49_57_59_65_69_76_84_85_99_100_109_118_123_128_151_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,8882.0/11019.44 MB,21.2%,mae_end5,,,,,,,,,
124.0,2021-03-17,00:02:30,train,,1.0,0.0,1000.0,resnext101_32x8d,True,slurmlogs/slurm-76202_0,node856,"resnext101_32x8d, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76202.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,2-20:22:29,31.18% of 9-03:19:06 core-walltime,1-12:33:11,141.24 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-18,12:35:34,"1 day, 12:33:04",5.38,0.74,0.25,0.25,0.39,0.0,True,0.5,0.5,20.0,512.0,0.1,600.0,True,42.0,2400.0,600.0,1_2_3_4_5_6_8_9_10_11_12_13_15_16_17_18_19_20_21_22_,0_7_14_29_30_32_43_44_45_51_52_56_63_67_70_73_80_87_88_93_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,8882.0/11019.44 MB,32.2%,mae_end5,,,,,,,,,
125.0,2021-03-17,00:03:40,train,,3.0,0.0,1000.0,resnext101_32x8d,True,slurmlogs/slurm-76203_0,node851,"resnext101_32x8d, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76203.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,2-21:37:13,30.86% of 9-09:35:30 core-walltime,1-13:35:55,141.17 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-18,13:39:22,"1 day, 13:35:42",2.82,0.7,0.17,0.28,0.41,0.0,True,0.5,0.5,20.0,512.0,0.1,600.0,True,42.0,2400.0,600.0,0_1_3_4_5_6_7_9_10_11_12_14_16_17_18_19_21_22_23_24_,2_8_13_15_20_26_28_33_37_39_41_53_58_61_71_72_78_83_91_97_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,8882.0/11019.44 MB,30.4%,mae_end5,,,,,,,,,
126.0,2021-03-17,00:03:56,train,,4.0,0.0,1000.0,resnext101_32x8d,True,slurmlogs/slurm-76204_0,node858,"resnext101_32x8d, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76204.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,2-22:53:56,31.22% of 9-11:07:48 core-walltime,1-13:51:18,141.21 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-18,13:55:06,"1 day, 13:51:10",1.69,0.65,0.15,0.23,0.37,0.0,True,0.5,0.5,20.0,512.0,0.1,600.0,True,42.0,2400.0,600.0,0_1_2_4_7_8_11_12_13_14_15_16_18_19_20_21_23_25_26_28_,3_5_6_9_10_17_22_24_27_31_40_42_47_54_55_60_62_66_68_74_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,8882.0/11019.44 MB,17.8%,mae_end5,,,,,,,,,
127.0,2021-03-17,00:04:04,train,,5.0,0.0,1000.0,resnext101_32x8d,True,slurmlogs/slurm-76205_0,node858,"resnext101_32x8d, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76205.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,2-22:38:23,31.22% of 9-10:15:30 core-walltime,1-13:42:35,141.22 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-18,13:46:32,"1 day, 13:42:28",7.11,1.0,0.43,0.21,0.35,0.0,True,0.5,0.5,20.0,512.0,0.1,600.0,True,42.0,2400.0,600.0,0_2_3_5_6_7_8_9_10_12_13_14_15_17_18_20_22_23_24_25_,1_4_11_16_19_21_34_35_36_38_46_50_64_75_89_90_95_98_103_114_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,8882.0/11019.44 MB,22.2%,mae_end5,,,,,,,,,
128.0,2021-03-17,00:07:12,train,,1.0,0.0,1000.0,vgg19,True,slurmlogs/slurm-76206_0,node853,"vgg19, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76206.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,4-12:50:39,41.64% of 10-21:22:36 core-walltime,21:46:53,281.21 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-17,21:37:55,21:30:43,5.44,0.71,0.26,2.87,1.24,0.62,True,0.5,0.5,20.0,512.0,0.1,600.0,True,42.0,2400.0,600.0,1_2_3_4_5_6_8_9_10_11_12_13_15_16_17_18_19_20_21_22_,0_7_14_29_30_32_43_44_45_51_52_56_63_67_70_73_80_87_88_93_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,30.6%,mae_end5,,,,,,,,,
129.0,2021-03-17,00:07:13,train,,2.0,0.0,1000.0,vgg19,True,slurmlogs/slurm-76206_1,node853,"vgg19, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76206.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,4-12:50:39,41.64% of 10-21:22:36 core-walltime,21:46:53,281.21 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-17,21:53:55,21:46:42,1.79,0.62,0.15,2.84,1.24,0.59,True,0.5,0.5,20.0,512.0,0.1,600.0,True,42.0,2400.0,600.0,0_1_2_3_4_5_6_7_8_9_10_11_13_14_15_16_17_19_20_21_,12_18_23_25_48_49_57_59_65_69_76_84_85_99_100_109_118_123_128_151_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,0.12/11019.44 MB,0.0%,mae_end5,,,,,,,,,
130.0,2021-03-17,00:08:17,train,,3.0,0.0,1000.0,vgg19,True,slurmlogs/slurm-76207_0,node856,"vgg19, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76207.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,4-12:06:57,42.15% of 10-16:30:36 core-walltime,21:22:33,281.22 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-17,21:30:42,21:22:25,2.7,0.71,0.23,2.63,1.2,0.56,True,0.5,0.5,20.0,512.0,0.1,600.0,True,42.0,2400.0,600.0,0_1_3_4_5_6_7_9_10_11_12_14_16_17_18_19_21_22_23_24_,2_8_13_15_20_26_28_33_37_39_41_53_58_61_71_72_78_83_91_97_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,50.0%,mae_end5,,,,,,,,,
131.0,2021-03-17,00:08:19,train,,4.0,0.0,1000.0,vgg19,True,slurmlogs/slurm-76207_1,node856,"vgg19, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76207.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,4-12:06:57,42.15% of 10-16:30:36 core-walltime,21:22:33,281.22 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-17,21:26:11,21:17:52,4.78,0.76,0.31,2.78,1.23,0.6,True,0.5,0.5,20.0,512.0,0.1,600.0,True,42.0,2400.0,600.0,0_1_2_4_7_8_11_12_13_14_15_16_18_19_20_21_23_25_26_28_,3_5_6_9_10_17_22_24_27_31_40_42_47_54_55_60_62_66_68_74_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,96.0%,mae_end5,,,,,,,,,
132.0,2021-03-17,00:09:25,train,,5.0,0.0,1000.0,vgg19,True,slurmlogs/slurm-76209_0,node853,"vgg19, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76209.0,alice,jjia/afd_b,CANCELLED (exit code 0),1.0,6.0,19:55:55,5.50% of 15-02:33:06 core-walltime,2-12:25:31,140.56 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,2021-03-18,11:25:48,train,,5.0,0.0,1.0,vgg19,True,slurmlogs/slurm-76345_0,node858,"vgg19, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76345.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,00:00:56,14.14% of 00:06:36 core-walltime,00:01:06,22.36 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,,,,,
134.0,2021-03-18,11:29:10,train,,5.0,0.0,1.0,vgg19,True,slurmlogs/slurm-76346_0,node858,"vgg19, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76346.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,00:03:51,30.31% of 00:12:42 core-walltime,00:02:07,139.97 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-18,11:31:09,0:01:59,418.76,16.94,16.93,858.48,22.96,22.97,True,0.5,0.5,20.0,512.0,0.1,600.0,True,42.0,2400.0,600.0,0_2_3_5_6_7_8_9_10_12_13_14_15_17_18_20_22_23_24_25_,1_4_11_16_19_21_34_35_36_38_46_50_64_75_89_90_95_98_103_114_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,19.4%,mae_end5,r,,,,,,,,
135.0,2021-03-19,00:57:48,train,128.0,1.0,0.0,1.0,vgg19,True,slurmlogs/slurm-76415_0,node853,"vgg19, remove 3 pats, correct pat1, 1000 epochs, seperate testing dataset with 28 samples",76415.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,00:00:11,5.09% of 00:03:36 core-walltime,00:00:36,369.20 MB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,28.0,,,,,,,
136.0,2021-03-19,09:17:59,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,28.0,,,,,,,
137.0,2021-03-19,09:23:29,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,28.0,,,,,,,
138.0,2021-03-19,09:27:09,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,28.0,,,,,,,
139.0,2021-03-19,09:30:19,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
140.0,2021-03-19,09:34:09,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
141.0,2021-03-19,10:19:11,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
142.0,2021-03-19,10:20:26,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
143.0,2021-03-19,10:22:38,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
144.0,2021-03-19,10:23:22,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
145.0,2021-03-19,10:26:17,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
146.0,2021-03-19,10:28:32,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
147.0,2021-03-19,10:32:54,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
148.0,2021-03-19,10:33:17,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
149.0,2021-03-19,10:41:08,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
150.0,2021-03-19,10:45:03,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
151.0,2021-03-19,10:48:47,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
152.0,2021-03-19,10:52:42,train,128.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,2021-03-19,10:55:06,0:02:24,403.7,14.1,11.96,991.51,24.91,37.93,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_1_2_3_4_5_6_7_8_10_11_12_13_14_17_19_20_21_22_23_,9_15_16_18_30_45_55_56_60_65_66_67_68_69_75_76_78_82_84_93_,True,10.0,18.0,MSE,0.0001,,,,mae_end5,r,27.0,195.15,8.05,6.33,27.0,,,
153.0,2021-03-19,12:33:58,train,128.0,1.0,0.0,300.0,vgg19,True,slurmlogs/slurm-76448_0,node853,re cross validation,76448.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,17:54:49,38.06% of 1-23:04:12 core-walltime,07:50:42,140.04 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-19,20:24:28,7:50:30,318.62,13.06,11.96,24.89,3.8,36.45,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_1_2_3_4_5_6_7_8_10_11_12_13_14_17_19_20_21_22_23_,9_15_16_18_30_45_55_56_60_65_66_67_68_69_75_76_78_82_84_93_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,94.6%,mae_end5,r,27.0,151.87,7.09,6.33,27.0,,,
154.0,2021-03-19,12:34:46,train,128.0,1.0,0.0,300.0,resnext50_32x4d,True,slurmlogs/slurm-76449_0,node851,re cross validation,76449.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,6.0,15:26:55,44.21% of 1-10:56:36 core-walltime,05:49:26,140.89 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-19,18:23:54,5:49:08,373.45,14.27,11.96,111.74,7.98,36.34,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_1_2_3_4_5_6_7_8_10_11_12_13_14_17_19_20_21_22_23_,9_15_16_18_30_45_55_56_60_65_66_67_68_69_75_76_78_82_84_93_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,4694.0/11019.44 MB,86.4%,mae_end5,r,27.0,184.64,8.65,6.38,27.0,,,
155.0,2021-03-19,12:38:40,train,128.0,2.0,0.0,300.0,resnext50_32x4d,True,slurmlogs/slurm-76450_1,node855,re cross validation,76450.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,1-09:26:57,35.22% of 3-22:58:36 core-walltime,07:54:53,281.04 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-19,18:27:27,5:48:47,560.63,15.07,12.34,79.25,6.8,36.88,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_1_2_3_4_6_7_8_9_10_11_13_14_15_16_17_18_20_21_22_,5_12_19_24_26_29_31_35_38_41_42_51_73_79_86_90_96_97_98_100_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,95.6%,mae_end5,r,27.0,937.23,28.41,6.33,27.0,,,
156.0,2021-03-19,12:38:41,train,128.0,2.0,0.0,300.0,vgg19,True,slurmlogs/slurm-76450_0,node855,re cross validation,76450.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,1-09:26:57,35.22% of 3-22:58:36 core-walltime,07:54:53,281.04 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-19,20:33:19,7:54:38,550.17,14.12,12.34,20.16,3.47,36.98,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_1_2_3_4_6_7_8_9_10_11_13_14_15_16_17_18_20_21_22_,5_12_19_24_26_29_31_35_38_41_42_51_73_79_86_90_96_97_98_100_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,94.6%,mae_end5,r,27.0,154.24,7.6,6.39,27.0,,,
157.0,2021-03-19,12:38:57,train,128.0,3.0,0.0,300.0,vgg19,True,slurmlogs/slurm-76451_0,node855,re cross validation,76451.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,1-09:14:51,35.35% of 3-22:03:48 core-walltime,07:50:19,281.04 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-19,20:29:06,7:50:09,393.27,12.4,11.48,10.02,2.4,35.35,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,1_3_5_7_8_9_12_13_14_15_16_17_18_19_20_21_23_24_25_26_,0_2_4_6_10_11_22_27_28_32_33_36_44_46_61_62_64_70_77_85_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,94.6%,mae_end5,r,27.0,166.95,7.9,6.39,27.0,,,
158.0,2021-03-19,12:38:58,train,128.0,3.0,0.0,300.0,resnext50_32x4d,True,slurmlogs/slurm-76451_1,node855,re cross validation,76451.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,1-09:14:51,35.35% of 3-22:03:48 core-walltime,07:50:19,281.04 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-19,18:28:02,5:49:04,366.2,13.2,11.48,820.21,23.21,35.9,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,1_3_5_7_8_9_12_13_14_15_16_17_18_19_20_21_23_24_25_26_,0_2_4_6_10_11_22_27_28_32_33_36_44_46_61_62_64_70_77_85_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,96.4%,mae_end5,r,27.0,1248.47,31.95,6.33,27.0,,,
159.0,2021-03-19,12:39:16,train,128.0,4.0,0.0,300.0,resnext50_32x4d,True,slurmlogs/slurm-76452_1,node858,re cross validation,76452.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,1-09:09:20,35.38% of 3-21:42:00 core-walltime,07:48:30,281.10 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-19,18:29:50,5:50:34,172.5,9.11,8.73,22.17,3.56,37.26,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_1_2_4_5_6_9_10_11_12_14_15_16_18_19_20_21_22_24_26_,3_7_8_13_17_23_25_34_39_40_43_47_49_53_59_72_80_81_83_89_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,96.2%,mae_end5,r,27.0,301.07,14.04,6.7,27.0,,,
160.0,2021-03-19,12:39:17,train,128.0,4.0,0.0,300.0,vgg19,True,slurmlogs/slurm-76452_0,node858,re cross validation,76452.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,1-09:09:20,35.38% of 3-21:42:00 core-walltime,07:48:30,281.10 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-19,20:27:33,7:48:16,185.06,9.09,8.73,24.37,3.78,37.13,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_1_2_4_5_6_9_10_11_12_14_15_16_18_19_20_21_22_24_26_,3_7_8_13_17_23_25_34_39_40_43_47_49_53_59_72_80_81_83_89_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,94.4%,mae_end5,r,27.0,147.25,7.61,6.33,27.0,,,
161.0,2021-03-19,12:39:35,train,128.0,5.0,0.0,300.0,resnext50_32x4d,True,slurmlogs/slurm-76453_1,node857,re cross validation,76453.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,1-08:01:38,35.07% of 3-19:19:48 core-walltime,07:36:39,281.01 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-19,18:11:08,5:31:33,305.35,13.15,10.16,130.34,8.81,36.67,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_2_3_4_5_6_7_8_9_10_11_12_13_15_16_17_18_19_22_23_,1_14_20_21_37_48_50_52_54_57_58_63_71_74_87_88_92_99_102_103_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,96.0%,mae_end5,r,27.0,238.79,12.13,7.24,27.0,,,
162.0,2021-03-19,12:39:36,train,128.0,5.0,0.0,300.0,vgg19,True,slurmlogs/slurm-76453_0,node857,re cross validation,76453.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,1-08:01:38,35.07% of 3-19:19:48 core-walltime,07:36:39,281.01 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-19,20:16:00,7:36:24,278.97,12.42,10.16,13.56,2.77,36.62,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_2_3_4_5_6_7_8_9_10_11_12_13_15_16_17_18_19_22_23_,1_14_20_21_37_48_50_52_54_57_58_63_71_74_87_88_92_99_102_103_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,6524.0/11019.44 MB,94.4%,mae_end5,r,27.0,168.85,7.37,6.33,27.0,,,
163.0,2021-03-19,12:40:56,train,128.0,1.0,0.0,300.0,resnext101_32x8d,True,slurmlogs/slurm-76454_0,node857,re cross validation,76454.0,alice,jjia/afd_b,CANCELLED (exit code 0),1.0,12.0,20:18:01,16.60% of 5-02:16:36 core-walltime,10:11:23,281.75 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
164.0,2021-03-19,12:40:58,train,128.0,2.0,0.0,300.0,resnext101_32x8d,True,slurmlogs/slurm-76454_1,node857,re cross validation,76454.0,alice,jjia/afd_b,CANCELLED (exit code 0),1.0,12.0,20:18:01,16.60% of 5-02:16:36 core-walltime,10:11:23,281.75 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
165.0,2021-03-19,12:41:56,train,128.0,5.0,0.0,300.0,resnext101_32x8d,True,slurmlogs/slurm-76456_0,node853,re cross validation,76456.0,alice,jjia/afd_b,CANCELLED (exit code 0),1.0,6.0,10:05:50,16.54% of 2-13:03:30 core-walltime,10:10:35,140.79 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,,,
166.0,2021-03-19,12:49:49,train,0.0,1.0,0.0,1.0,resnext50_32x4d,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,False,,
167.0,2021-03-19,12:51:09,train,0.0,1.0,0.0,1.0,resnext50_32x4d,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
168.0,2021-03-19,12:59:29,train,0.0,1.0,0.0,1.0,resnext50_32x4d,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
