ID,start_date,start_time,mode,eval_id,net,fc2_nodes,fc1_nodes,r_c,cls,total_folds,fold,level,sampler,synthesis_data,ts_level_nb,masked_by_lung,loss,pretrained,epochs,weight_decay,outfile,hostname,remark,end_date,end_time,elapsed_time,train_loss,train_mae,train_mae_end5,valid_loss,valid_mae,valid_mae_end5,test_loss,test_mae,test_mae_end5,icc_train_disext,icc_train_gg,icc_train_retp,valid_ave_Acc_disext,valid_ave_MAE_disext,valid_WKappa_disext,valid_ave_Acc_gg,valid_ave_MAE_gg,valid_WKappa_gg,valid_ave_Acc_retp,valid_ave_MAE_retp,valid_WKappa_retp,valid_ave_Acc_all,valid_ave_MAE_all,valid_WKappa_all,icc_valid_disext,icc_valid_gg,icc_valid_retp,icc_test_disext,icc_test_gg,icc_test_retp,metrics_min,Job_ID,Cluster,User/Group,State,Cores,CPU_Utilized,CPU_Efficiency,Job_Wall-clock_time,Memory_Utilized,Memory_Efficiency,Nodes,Cores_per_node,WARNING,amp,net_parameters,data_shuffle,data_shuffle_seed,data_dir,label_file,tr_pat_nb,vd_pat_nb,ts_pat_nb,RandomVerticalFlip,RandomHorizontalFlip,RandomRotation,RandomShift,image_size,RandGaussianNoise,RandScale,batch_size,loader_workers,lr,gpuname,gpu_mem_usage,gpu_util,train_recon,fc_m1,workers,sys,valid_period,icc_validaug_disext,icc_validaug_gg,icc_validaug_retp,validaug_loss,validaug_mae,validaug_mae_end5,valid_ave_maedisext,valid_meandisext,valid_stddisext,valid_iccdisext,valid_ave_maegg,valid_meangg,valid_stdgg,valid_iccgg,valid_ave_maeretp,valid_meanretp,valid_stdretp,valid_iccretp,sys_pro,t_load_data,t_to_device,t_train_per_step,gg_increase,bal_filter,sys_ratio,_ori_weight0,retp_blur,gg_blur,sys_pro_in_0,gen_gg_as_retp,icc_alltrain_combined,icc_allvalid_combined,icc_alltest_combined,infer_2nd,train_on_level,level_node,resample_z,z_size,y_size,x_size,infer_stride,kd_net
801.0,2021-04-22,11:23:26,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,4.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-85476_1,node855,cnn2fc1 fc=32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85476.0,alice,jjia/afd_b,COMPLETED (exit code 0),,00:00:16,19.05% of 00:01:24 core-walltime,00:00:07,1.41 MB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802.0,2021-04-22,11:25:46,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,4.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-85486_1,node855,cnn2fc1 fc=32,2021-04-22,17:09:43,5:43:57,111.66,6.79,6.4,153.04,6.78,6.31,166.18,7.23,6.9,0.75,0.63,0.76,0.0629476990158104,20.63818798053512,0.4516662376492485,0.0569666920925502,26.2689129456864,0.4194555415607396,0.117585876083413,14.601042304291642,0.5012703359020787,0.0791667557305912,20.502714410171045,0.4574640383706889,0.67,0.54,0.71,0.65,0.42,0.71,mae_end5,85486.0,alice,jjia/afd_b,COMPLETED (exit code 0),,2-15:49:40,91.96% of 2-21:24:36 core-walltime,05:47:03,255.45 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,True,360323.0,True,49.0,dataset/SSc_DeepLearning,dataset/SSc_DeepLearning/GohScores.xlsx,135.0,44.0,48.0,0.5,0.5,90.0,0.01953125,512.0,0.1,0.05,10.0,10.0,0.0001,GeForce RTX 2080 Ti,1272.0/11019.44 MB,15.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803.0,2021-04-22,11:25:47,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-85486_0,node855,cnn2fc1 fc=32,2021-04-22,17:12:36,5:46:49,95.7,6.05,5.7,223.25,8.86,8.51,193.84,7.14,6.76,0.67,0.63,0.68,0.081708238851096,22.11773085302497,0.4449410365323641,0.0668951550085683,24.25524051859929,0.4187076676859765,0.081463115222706,21.57044881425476,0.4129232030236106,0.0766888363607901,22.647806728626342,0.4255239690806503,0.6,0.49,0.55,0.58,0.46,0.57,mae_end5,85486.0,alice,jjia/afd_b,COMPLETED (exit code 0),,2-15:49:40,91.96% of 2-21:24:36 core-walltime,05:47:03,255.45 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,True,360323.0,True,49.0,dataset/SSc_DeepLearning,dataset/SSc_DeepLearning/GohScores.xlsx,134.0,45.0,48.0,0.5,0.5,90.0,0.01953125,512.0,0.1,0.05,10.0,10.0,0.0001,GeForce RTX 2080 Ti,1272.0/11019.44 MB,4.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804.0,2021-04-22,12:14:55,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,1.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-85487_0,node860,cnn2fc1 fc=32,2021-04-22,17:19:10,5:04:15,122.42,7.05,6.75,144.1,6.61,6.11,178.44,7.11,6.64,0.7,0.63,0.69,0.0807760141093474,22.856026785714285,0.4834973743371118,0.1010334897607824,20.934737883450907,0.486056105327155,0.0841113927365637,16.140214948049536,0.5052814251436566,0.0886402988688978,19.97699320573825,0.4916116349359745,0.62,0.55,0.63,0.63,0.51,0.63,mae_end5,85487.0,alice,jjia/afd_b,COMPLETED (exit code 0),,2-13:56:27,101.65% of 2-12:56:00 core-walltime,05:04:40,255.48 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,True,360323.0,True,49.0,dataset/SSc_DeepLearning,dataset/SSc_DeepLearning/GohScores.xlsx,134.0,45.0,48.0,0.5,0.5,90.0,0.01953125,512.0,0.1,0.05,10.0,10.0,0.0001,GeForce RTX 2080 Ti,1272.0/11019.44 MB,4.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805.0,2021-04-22,12:14:56,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,2.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-85487_1,node860,cnn2fc1 fc=32,2021-04-22,17:18:54,5:03:58,131.2,7.21,6.85,111.9,6.34,6.07,176.68,7.0,6.57,0.68,0.6,0.68,0.0515779734655493,20.210785592896208,0.3785162543961544,0.0738639900404606,18.552627111450644,0.3992421107650761,0.0636621037317901,18.132239052462623,0.3978093981467597,0.0630346890792667,18.965217252269824,0.3918559211026634,0.55,0.5,0.54,0.65,0.52,0.65,mae_end5,85487.0,alice,jjia/afd_b,COMPLETED (exit code 0),,2-13:56:27,101.65% of 2-12:56:00 core-walltime,05:04:40,255.48 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,True,360323.0,True,49.0,dataset/SSc_DeepLearning,dataset/SSc_DeepLearning/GohScores.xlsx,134.0,45.0,48.0,0.5,0.5,90.0,0.01953125,512.0,0.1,0.05,10.0,10.0,0.0001,GeForce RTX 2080 Ti,1272.0/11019.44 MB,11.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806.0,2021-04-22,20:49:34,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,2.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-85701_1,node855,"cnn2fc1 fc=32, changed features to univied CNN with stride=1, padding=1, kernelsize = 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85701.0,alice,jjia/afd_b,CANCELLED (exit code 0),,00:09:44,11.01% of 01:28:24 core-walltime,00:07:22,255.42 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807.0,2021-04-22,20:49:35,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,1.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-85701_0,node855,"cnn2fc1 fc=32, changed features to univied CNN with stride=1, padding=1, kernelsize = 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85701.0,alice,jjia/afd_b,CANCELLED (exit code 0),,00:09:44,11.01% of 01:28:24 core-walltime,00:07:22,255.42 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808.0,2021-04-22,20:58:07,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,4.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-85703_1,node855,"cnn2fc1 fc=32, changed features to univied CNN with stride=1, padding=1, kernelsize = 3",2021-04-23,08:17:32,11:19:25,150.68,8.01,7.8,182.9,7.39,6.95,219.72,8.0,7.52,0.6,0.48,0.57,0.0658773876376707,24.25789455535005,0.3843102436694238,0.0540639037206543,28.287486064659976,0.3612140889890401,0.0680107795871342,17.15376029069663,0.4223826714801445,0.062650690315153,23.233046970235552,0.3893023347128695,0.57,0.44,0.61,0.52,0.37,0.52,mae_end5,85703.0,alice,jjia/afd_b,COMPLETED (exit code 0),,3-05:16:37,56.85% of 5-15:55:36 core-walltime,11:19:38,255.40 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,True,222083.0,True,49.0,dataset/SSc_DeepLearning,dataset/SSc_DeepLearning/GohScores.xlsx,135.0,44.0,48.0,0.5,0.5,90.0,0.01953125,512.0,0.1,0.05,10.0,10.0,0.0001,GeForce RTX 2080 Ti,0.12/11019.44 MB,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809.0,2021-04-22,20:58:08,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-85703_0,node855,"cnn2fc1 fc=32, changed features to univied CNN with stride=1, padding=1, kernelsize = 3",2021-04-23,08:07:07,11:08:59,135.61,7.19,6.95,249.79,9.33,9.05,241.27,8.04,7.73,0.55,0.5,0.54,0.0691609977324263,24.10415020709139,0.3841595091801688,0.0645352627904427,24.503499892812872,0.3881229866153288,0.0619962075205041,23.33964140094255,0.3602704239590573,0.0652308226811244,23.98243050028228,0.3775176399181849,0.53,0.43,0.47,0.47,0.38,0.46,mae_end5,85703.0,alice,jjia/afd_b,COMPLETED (exit code 0),,3-05:16:37,56.85% of 5-15:55:36 core-walltime,11:19:38,255.40 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,True,222083.0,True,49.0,dataset/SSc_DeepLearning,dataset/SSc_DeepLearning/GohScores.xlsx,134.0,45.0,48.0,0.5,0.5,90.0,0.01953125,512.0,0.1,0.05,10.0,10.0,0.0001,GeForce RTX 2080 Ti,6538.0/11019.44 MB,28.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810.0,2021-04-22,21:22:16,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,2.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-85704_1,node857,"cnn2fc1 fc=32, changed features to univied CNN with stride=1, padding=1, kernelsize = 3",2021-04-23,08:08:59,10:46:43,168.88,8.1,7.89,119.69,7.24,7.1,201.44,7.49,7.15,0.56,0.49,0.55,0.0832466426366138,18.552426334031253,0.3324039422087701,0.0760270774976657,14.965113318054495,0.3516616933465255,0.0802287718664025,17.40964903973034,0.3429598602655632,0.0798341640002273,16.975729563938696,0.3423418319402863,0.58,0.56,0.56,0.53,0.43,0.51,mae_end5,85704.0,alice,jjia/afd_b,COMPLETED (exit code 0),,3-03:48:39,58.47% of 5-09:39:48 core-walltime,10:48:19,255.46 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,True,222083.0,True,49.0,dataset/SSc_DeepLearning,dataset/SSc_DeepLearning/GohScores.xlsx,134.0,45.0,48.0,0.5,0.5,90.0,0.01953125,512.0,0.1,0.05,10.0,10.0,0.0001,GeForce RTX 2080 Ti,6538.0/11019.44 MB,71.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811.0,2021-04-22,21:22:16,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,1.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-85704_0,node857,"cnn2fc1 fc=32, changed features to univied CNN with stride=1, padding=1, kernelsize = 3",2021-04-23,08:09:45,10:47:29,161.42,8.11,7.95,165.95,7.2,6.77,225.13,8.12,7.78,0.57,0.47,0.55,0.0725812547241118,24.70064484126984,0.4145698097464033,0.0739086884166737,22.93408704242357,0.4169222131041335,0.0727542541564429,18.466911971702785,0.4264609333822391,0.0730813990990761,22.03388128513207,0.419317652077592,0.53,0.46,0.54,0.5,0.41,0.49,mae_end5,85704.0,alice,jjia/afd_b,COMPLETED (exit code 0),,3-03:48:39,58.47% of 5-09:39:48 core-walltime,10:48:19,255.46 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,True,222083.0,True,49.0,dataset/SSc_DeepLearning,dataset/SSc_DeepLearning/GohScores.xlsx,134.0,45.0,48.0,0.5,0.5,90.0,0.01953125,512.0,0.1,0.05,10.0,10.0,0.0001,GeForce RTX 2080 Ti,6538.0/11019.44 MB,29.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812.0,2021-04-23,21:44:19,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813.0,2021-04-23,21:51:04,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814.0,2021-04-23,21:59:06,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815.0,2021-04-23,22:02:06,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816.0,2021-04-23,22:07:45,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817.0,2021-04-23,22:10:10,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818.0,2021-04-23,22:14:41,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819.0,2021-04-23,22:23:32,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820.0,2021-04-23,22:24:50,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821.0,2021-04-23,22:26:25,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822.0,2021-04-23,22:39:51,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823.0,2021-04-23,23:10:44,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824.0,2021-04-23,23:15:25,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825.0,2021-04-23,23:18:40,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826.0,2021-04-23,23:31:41,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827.0,2021-04-23,23:33:58,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828.0,2021-04-23,23:52:58,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829.0,2021-04-23,23:56:20,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830.0,2021-04-24,00:06:52,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.0,2021-04-24,00:11:49,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832.0,2021-04-24,00:18:54,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833.0,2021-04-24,00:35:58,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834.0,2021-04-24,00:51:35,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835.0,2021-04-24,00:53:10,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836.0,2021-04-24,01:01:00,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837.0,2021-04-24,01:05:50,train,0.0,cnn2fc1,256.0,256.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,1.0,mse,1.0,2.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838.0,2021-04-27,14:02:24,train,0.0,vgg11_bn,1024.0,1024.0,r,disext,4.0,2.0,0.0,0.0,1.0,240.0,0.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-86560_1,node859,vgg11 wo lung mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86560.0,alice,jjia/afd_b,COMPLETED (exit code 0),,4-11:31:20,70.06% of 6-09:28:12 core-walltime,12:47:21,255.64 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839.0,2021-04-27,14:02:25,train,0.0,vgg11_bn,1024.0,1024.0,r,disext,4.0,1.0,0.0,0.0,1.0,240.0,0.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-86560_0,node859,vgg11 wo lung mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86560.0,alice,jjia/afd_b,COMPLETED (exit code 0),,4-11:31:20,70.06% of 6-09:28:12 core-walltime,12:47:21,255.64 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840.0,2021-04-27,14:03:14,train,0.0,vgg11_bn,1024.0,1024.0,r,disext,4.0,3.0,0.0,0.0,1.0,240.0,0.0,mse,1.0,1000.0,0.0001,slurmlogs/slurm-86561_0,node860,vgg11 wo lung mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86561.0,alice,jjia/afd_b,COMPLETED (exit code 0),,4-07:40:39,71.49% of 6-01:02:00 core-walltime,12:05:10,255.64 GB,0.00% of 0.00 MB,1.0,12.0,Efficiency statistics may be misleading for RUNNING jobs.,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
